"reference","lng","lat""orders"
pup1482,30.3769921,-29.6036352,1291
pup2989,28.3306956,-25.7199785,33
pup867,27.839091,-26.734862,3936
pup1797,19.0220169,-34.1517765,1386
pup970,28.371286,-26.354955,4867
pup734,30.940536,-29.954776,4279
pup1135,17.985536,-32.92162,1457
pup4874,30.7731297,-27.036811,
pup2114,27.821646,-26.705133,1171
pup3945,28.0511313,-26.3008099,24
pup1501,18.4631905,-33.9800252,295
pup4365,28.1429812,-32.3327128,183
pup4739,28.0365649,-26.1926444,1
pup950,28.113492,-25.986949,3145
pup3260,18.628951,-33.903911,205
pup4381,30.8999602,-29.9718098,32
pup907,28.061419,-26.059074,2845
pup957,31.038885,-29.785877,5299
pup895,28.31554,-26.184866,4225
pup1063,28.20166,-26.131767,447
pup3473,23.7275026,-33.8117579,58
pup623,27.737913,-23.678184,1825
pup2280,18.9681121,-33.7650173,2075
pup203,26.148882,-28.289212,718
pup3838,28.0403937,-26.2010037,
pup2572,26.6707458,-26.9789295,48
pup1571,26.7352778,-27.9775152,1247
pup691,28.179044,-26.246651,4531
pup880,31.472193,-28.889271,3664
pup4642,18.5235673,-33.8354986,8
pup2423,21.2464,-28.45828,82
pup3331,28.0959623,-25.8920682,254
pup490,19.877002,-33.806913,4259
pup3171,26.6618921,-26.8696967,2134
pup843,31.012439,-29.911206,331
pup4385,30.0548333,-30.1529594,32
pup176,26.6589448,-26.8278091,418
pup4046,18.46154852,-33.9810814,435
pup4274,28.075066,-25.983579,33
pup1161,18.7102599,-33.8424509,797
pup4559,28.781591,-31.55939,272
pup4728,22.4765771,-33.9652018,6
pup3571,30.790778,-26.0405,627
pup289,26.709102,-30.694826,723
pup3211,28.2538054,-26.17191,107
pup248,23.473921,-28.361024,353
pup4119,28.241523,-26.181784,327
pup4613,29.6982679,-24.4731637,3
pup1763,29.9341444,-30.2744032,1743
pup776,28.230911,-26.050831,1692
pup636,28.187007,-25.857776,5178
pup2507,28.96569,-27.85848,36
pup516,18.5111242,-33.8919099,6202
pup874,31.020705,-29.841645,2565
pup3584,28.1149843,-26.1803935,41
pup787,21.257067,-28.44531,3519
pup2213,25.6172632,-32.16682,1131
pup1481,27.2388616,-25.6653454,494
pup1454,26.2109478,-29.1145536,1000
pup2078,32.0506033,-28.7528148,966
pup546,18.454079,-34.064225,4791
pup693,28.308384,-25.789717,2717
pup2675,26.8694419,-31.8965381,160
pup3098,27.9686874,-26.6612721,2260
pup4108,28.090644,-25.771133,642
pup1035,27.869903,-26.470563,5375
pup4084,27.704806,-23.687272,1
pup4615,30.912996,-29.78837,15
pup2488,27.2639251,-24.9558565,3
pup3940,18.743013,-33.856216,6
pup4786,25.413919,-33.775506,107
pup2480,30.44903,-25.09362,40
pup822,21.584814,-34.211399,485
pup3737,18.5381485,-33.9617024,1705
pup1843,23.6760814,-29.9429743,6
pup3813,18.4677423,-34.0029645,452
pup4610,26.49302,-32.10445,2
pup3774,28.2232722,-26.1066825,1413
pup2369,27.9472,-26.0858,1509
pup1315,27.9050699,-26.2914092,199
pup4401,27.2407341,-25.6671349,23
pup3153,29.9843353,-26.5173427,3463
pup2340,18.4777537,-33.78642,2618
pup4152,30.8565267,-29.811132,314
pup1802,28.0412569,-26.2031411,23
pup3521,28.0063536,-26.0185958,161
pup4334,28.035693,-26.147115,15
pup354,31.618728,-27.367267,721
pup1260,18.660833,-34.0434073,1
pup3594,28.1051185,-26.0160083,1
pup3175,24.7611752,-28.7658985,1473
pup2209,18.6965845,-33.8529384,2405
pup3011,27.7574013,-32.9421861,1532
pup4105,30.043014,-22.33727,115
pup3809,27.2501921,-25.7072963,365
pup3549,18.5970116,-33.9055072,430
pup1137,18.6128865,-34.0395131,2719
pup274,20.102415,-33.939775,488
pup706,26.191051,-29.157983,3412
pup756,28.091593,-26.289893,3288
pup4618,29.1921622,-23.2544638,5
pup1125,18.4630542,-33.9803017,3802
pup3321,29.0780203,-26.5446793,198
pup906,28.040298,-26.202506,1202
pup2827,29.4559313,-25.8059632,237
pup2512,29.39338,-25.16782,54
pup4518,30.927388,-29.983099,739
pup2831,28.0390483,-26.1464472,178
pup3533,28.238242,-26.1811773,480
pup769,29.268282,-25.899478,2826
pup1761,20.8591924,-33.1945321,523
pup980,28.273102,-26.168266,3329
pup4792,18.1599564,-33.3447411,10
pup4402,27.774796,-25.6365045,18
pup3917,28.2014795,-25.9864151,53
pup4535,18.5388,-33.8468,249
pup3052,27.902327,-33.0164254,1204
pup180,29.937596,-27.752973,1012
pup617,30.740388,-30.293697,3980
pup4387,32.1810904,-28.4223645,135
pup2952,14.5199,-22.957,
pup2103,28.021259,-26.045987,673
pup793,26.160568,-26.150359,3094
pup3188,22.2032013,-33.5899395,1956
pup3534,28.0072136,-26.0184215,825
pup2197,28.3155255,-26.1847719,1408
pup2277,28.0305122,-26.2002633,1464
pup4062,27.456869,-29.192269,6
pup3554,28.0060961,-26.0196675,98
pup581,18.640677,-33.901333,1860
pup1290,28.2319604,-26.1075492,217
pup3133,31.1343733,-23.9507325,3483
pup4079,25.621516,-33.960333,3
pup1936,18.8898,-32.185,1272
pup1701,18.6348542,-33.8739706,1343
pup4737,28.0308746,-26.1285849,8
pup4443,31.647439,-27.912009,235
pup671,28.051191,-26.267794,3506
pup637,29.461569,-25.768569,3795
pup898,28.046247,-26.205519,4281
pup1598,30.9094647,-30.0258232,3390
pup3569,26.2086578,-29.1157892,1542
pup1629,18.4832578,-34.021,2763
pup4392,27.2626777,-24.9557801,7
pup32,24.74085,-28.74815,1488
pup1467,28.1905848,-25.7464061,3104
pup3984,29.3498709,-28.7310122,751
pup3286,31.0014707,-29.9243227,1033
pup57,18.58583,-34.069849,1271
pup2374,28.1170701,-26.1803757,714
pup2484,28.01474,-26.55809,69
pup369,28.039175,-26.203412,1071
pup4466,29.234865,-25.860289,95
pup219,20.662374,-32.392008,249
pup2006,27.9270415,-26.1669201,437
pup2745,27.8377471,-26.0604325,177
pup3875,28.0496426,-26.1096522,42
pup2921,25.6679105,-25.2166376,
pup4229,29.7800403,-23.7314981,33
pup2720,27.1026926,-26.7134694,651
pup83,31.008759,-29.841231,2489
pup3818,27.6209933,-28.3184893,160
pup763,28.074002,-26.066481,2410
pup3032,27.8865303,-25.7303921,74
pup3535,28.0569378,-26.3145098,295
pup3894,25.5767932,-33.9495753,256
pup2334,28.0578119,-26.3146296,2704
pup1084,29.078039,-26.543774,3270
pup3653,18.4199292,-33.902826,432
pup1573,28.1160183,-26.1801539,1036
pup4776,25.5308672,-33.9678864,1
pup2295,29.4870267,-23.9039772,1766
pup1542,31.0207358,-29.8592093,1603
pup2929,26.0806,-24.4009,
pup3823,27.2421898,-25.8041058,22
pup360,22.214727,-34.048262,417
pup3583,31.0641089,-29.7255388,233
pup2747,30.9654252,-25.4371615,254
pup520,18.6350255,-33.8732711,5333
pup302,27.969019,-27.287757,466
pup3467,24.34828,-34.01444,30
pup861,28.190112,-25.745414,800
pup4022,20.039481,-34.533611,1
pup2365,25.783732,-30.0320127,114
pup1016,29.258588,-26.250023,2424
pup2998,30.6863719,-23.305839,604
pup25,18.592056,-33.905178,490
pup2782,18.8226011,-34.0829903,1045
pup728,28.204596,-25.885333,4148
pup1028,25.607655,-33.950386,4262
pup2255,25.6350261,-25.836448,2519
pup3497,28.0901303,-26.0645745,1
pup4267,28.0394777,-26.1477479,641
pup1456,28.1918005,-25.7468247,3956
pup2248,23.4353,-27.4570524,1315
pup3047,29.5674366,-31.3670215,2499
pup1963,19.2077524,-34.4157719,1236
pup2513,24.81187,-27.75429,111
pup2928,27.514109,-21.170456,1
pup2082,28.1856238,-25.8576336,1975
pup3819,27.8598595,-26.1392586,1339
pup2726,28.2665513,-25.8117789,677
pup2466,29.39582,-25.16628,2
pup205,26.899148,-25.869676,249
pup4020,18.565748,-33.984534,259
pup1696,26.1608,-26.1504,672
pup1037,26.709526,-26.851375,2197
pup988,28.181904,-26.343775,7818
pup997,28.153206,-25.717557,2757
pup3779,30.9558175,-25.4701581,761
pup4081,28.324017,-25.76614,2
pup4223,28.7083081,-23.8507381,29
pup4793,23.0458258,-34.0357995,7
pup3049,24.8970466,-34.0316457,876
pup1535,28.2744452,-25.7833046,138
pup2419,23.07704,-28.30618,679
pup3261,18.4525917,-34.06414,4123
pup4102,29.700626,-23.890178,701
pup356,19.396254,-29.126631,277
pup3033,27.9558216,-26.1209349,1009
pup3043,28.1921,-25.74836,41
pup3178,19.3141667,-33.3658459,1902
pup4002,18.585907,-34.038641,2297
pup2601,28.8292914,-28.4822708,154
pup4025,22.2052537,-33.5904538,26
pup2312,25.3992232,-33.7667375,4533
pup3761,30.8980603,-30.0333176,877
pup4732,17.9912783,-32.9066978,3
pup4586,29.6460297,-24.5557604,5
pup4071,29.478,-24.313801,367
pup3289,27.9018463,-32.9838,1460
pup542,18.469952,-34.00305,1921
pup4574,29.9772449,-23.607091,2
pup949,28.064024,-26.074912,1524
pup2498,28.09072,-25.50268,49
pup1355,19.1368739,-33.2840516,1287
pup677,22.456905,-33.960829,3041
pup4697,30.886963,-29.908465,9
pup1714,22.5027873,-33.9872188,437
pup746,28.190383,-25.685443,2403
pup3893,30.3758942,-29.5826293,103
pup3185,23.0446426,-34.0355509,945
pup4435,18.5443,-33.8408,221
pup658,27.946054,-26.060374,3986
pup2320,31.0036513,-29.9243274,2554
pup4038,27.8378,-26.0606,5
pup2953,17.9662,-24.6267,
pup4803,30.7679833,-29.784162,19
pup3986,31.376645,-27.996645,56
pup2221,29.8730127,-29.0071462,1191
pup1330,27.8462172,-26.5970292,182
pup610,31.890513,-28.741657,7335
pup3634,27.866448,-26.1404017,2047
pup12,18.96392,-33.72735,1304
pup4778,22.104375,-34.148133,25
pup799,27.398692,-24.591189,2309
pup2603,21.2619712,-34.0921186,469
pup271,29.292441,-24.970521,325
pup984,28.250291,-25.861561,3228
pup352,28.329176,-25.788879,2764
pup3900,24.7626886,-28.7652924,542
pup2735,29.9437153,-27.7788999,964
pup2495,27.82884979,-26.81497002,195
pup4645,31.000944,-29.8659645,68
pup2906,27.9032888,-33.0185576,27757
pup2654,30.878736,-29.8204929,1
pup1462,28.116555,-26.1805086,868
pup1091,27.359774,-26.352752,2100
pup3591,18.509965,-33.892546,
pup557,18.394766,-33.9104515,1428
pup4734,28.2341364,-25.7492489,6
pup2850,28.2757757,-25.783512,322
pup3180,19.4339398,-33.6321827,870
pup3919,27.9795919,-25.5936021,48
pup4812,31.0603504,-29.7250039,7
pup3520,28.27574,-25.7819128,34
pup2700,18.5283359,-33.9741917,47
pup3103,27.9720494,-26.1317001,2275
pup1132,18.420064,-33.9043748,1864
pup1097,30.151961,-23.832404,946
pup4273,28.0184036,-26.0529376,832
pup3948,29.066068,-25.110481,334
pup1424,19.2031606,-34.4145549,2063
pup1871,18.7250044,-33.4490962,64
